City,CrimeIndex,Year,latitude,longitude
"Trondheim, Norway",29.98,2016.05.00,63.430566,10.395193
"Brno, Czech Republic",29.59,2016.05.00,49.192244,16.611338
"Malaga, Spain",29.53,2016.05.00,36.721303,-4.421637
"Timisoara, Romania",29.34,2016.05.00,45.758888,21.221485
"Bergen, Norway",28.07,2016.05.00,60.394353,5.325551
"Tallinn, Estonia",27.29,2016.05.00,59.437216,24.745369
"Warsaw, Poland",27.17,2016.05.00,52.231924,21.006727
"Brasov, Romania",27.06,2016.05.00,45.652309,25.610275
"Norwich, United Kingdom",26.32,2016.05.00,52.628606,1.29227
"Minsk, Belarus",26.25,2016.05.00,53.902334,27.561879
"Reykjavik, Iceland",25.69,2016.05.00,64.145981,-21.942237
"Vienna, Austria",23.19,2016.05.00,48.208354,16.372504
"Cluj-Napoca, Romania",23.01,2016.05.00,46.769337,23.59006
"Copenhagen, Denmark",22.80,2016.05.00,55.686724,12.570072
"Tampere, Finland",21.90,2016.05.00,61.498021,23.760312
"Zurich, Switzerland",17.76,2016.05.00,47.372396,8.542322
"Basel, Switzerland",17.16,2016.05.00,47.558108,7.587826
"Munich, Germany",15.05,2016.05.00,48.137108,11.575382
"Naples, Italy",61.33,2017,40.835934,14.248783
"Malmo, Sweden",60.99,2017,55.605293,13.000157
"Marseille, France",59.86,2017,43.296174,5.369953
"Catania, Italy",59.67,2017,37.502236,15.08738
"Bari, Italy",56.23,2017,41.125784,16.862029
"Rome, Italy",55.47,2017,41.894802,12.485338
"Turin, Italy",54.96,2017,45.067755,7.682489
"Brussels, Belgium",54.52,2017,50.846557,4.351697
"Manchester, United Kingdom",53.16,2017,53.47913,-2.244101
"Dublin, Ireland",52.81,2017,53.349765,-6.260273
"Paris, France",52.75,2017,48.85661,2.351499
"Kharkiv, Ukraine",52.46,2017,49.991425,36.272266
"Yekaterinburg, Russia",51.20,2017,56.839104,60.60825
"Birmingham, United Kingdom",51.09,2017,52.47754,-1.894053
"Athens, Greece",50.72,2017,37.984149,23.727984
"Kiev (Kyiv), Ukraine",50.05,2017,50.450107,30.52405
"Arendal, Norway",49.93,2017,58.42673,8.946949
"Kaunas, Lithuania",49.43,2017,54.898214,23.904482
"Novosibirsk, Russia",49.35,2017,55.028217,82.923451
"Oslo, Norway",48.80,2017,59.913269,10.739111
"Tromso, Norway",48.57,2017,69.649297,18.954849
"Sarajevo, Bosnia And Herzegovina",48.50,2017,43.851977,18.386687
"Hamburg, Germany",47.99,2017,53.550341,10.000654
"Glasgow, United Kingdom",47.25,2017,55.856656,-4.243582
"Milan, Italy",47.19,2017,45.466797,9.190498
"Belfast, United Kingdom",46.84,2017,54.596987,-5.930099
"London, United Kingdom",46.17,2017,51.507322,-0.127647
"Gothenburg, Sweden",45.92,2017,57.707233,11.967017
"Stockholm, Sweden",45.78,2017,59.325117,18.071094
"Sofia, Bulgaria",45.56,2017,42.697863,23.322179
"Nottingham, United Kingdom",45.42,2017,52.953416,-1.149277
"Moscow, Russia",45.32,2017,55.750718,37.617661
"Novi Sad, Serbia",45.02,2017,45.255134,19.845176
"Chisinau, Moldova",44.98,2017,47.012274,28.860594
"Stavanger, Norway",44.50,2017,58.968043,5.732472
"Skopje, North Macedonia",44.32,2017,41.996092,21.43165
"Tirana, Albania",43.96,2017,41.327946,19.818532
"Karlsruhe, Germany",43.92,2017,49.014068,8.404437
"Porto, Portugal",43.86,2017,41.149451,-8.610788
"Leeds, United Kingdom",43.36,2017,53.797419,-1.543794
"Antwerp, Belgium",43.20,2017,51.22111,4.399708
"Bergen, Norway",42.89,2017,60.394353,5.325551
"Saint Petersburg, Russia",42.28,2017,59.938732,30.316229
"Bologna, Italy",41.38,2017,44.493671,11.343035
"Rotterdam, Netherlands",40.92,2017,51.927798,4.488623
"Lviv, Ukraine",40.87,2017,49.841952,24.031592
"Cardiff, United Kingdom",40.79,2017,51.481655,-3.179193
"Leipzig, Germany",40.78,2017,51.339183,12.381055
"Toulouse, France",40.75,2017,43.604462,1.444247
"Cagliari, Italy",40.57,2017,39.216953,9.112851
"Newcastle upon Tyne, United Kingdom",40.29,2017,54.977092,-1.614206
"Barcelona, Spain",39.65,2017,41.382894,2.177432
"Cologne, Germany",39.61,2017,50.938361,6.959974
"Drammen, Norway",39.55,2017,59.743675,10.204375
"Limerick, Ireland",39.39,2017,52.661252,-8.630124
"Frankfurt, Germany",39.11,2017,50.110644,8.682092
"Lyon, France",39.09,2017,45.757814,4.832011
"Liverpool, United Kingdom",38.80,2017,53.405472,-2.980539
"Budapest, Hungary",38.64,2017,47.498382,19.040471
"Riga, Latvia",37.32,2017,56.949398,24.105185
"Belgrade, Serbia",37.12,2017,44.817813,20.456897
"Lausanne, Switzerland",36.93,2017,46.521827,6.632703
"Berlin, Germany",36.72,2017,52.517037,13.38886
"Lodz, Poland",36.68,2017,51.768732,19.456991
"Bremen, Germany",35.93,2017,53.07582,8.807165
"Wroclaw, Poland",35.64,2017,51.108978,17.032669
"Bristol, United Kingdom",35.48,2017,51.453802,-2.597298
"Sheffield, United Kingdom",34.41,2017,53.380663,-1.470228
"Thessaloniki, Greece",33.89,2017,40.640317,22.935272
"Trondheim, Norway",33.75,2017,63.430566,10.395193
"The Hague (Den Haag), Netherlands",33.38,2017,52.089108,4.309274
"Lisbon, Portugal",33.06,2017,38.707751,-9.136592
"Amsterdam, Netherlands",32.60,2017,52.37454,4.897976
"Split, Croatia",32.49,2017,43.511556,16.43968
"Vilnius, Lithuania",32.44,2017,54.687046,25.282911
"Cork, Ireland",32.44,2017,51.897928,-8.470581
"Brighton, United Kingdom",31.87,2017,50.82204,-0.137406
"Oulu, Finland",31.48,2017,65.011873,25.471681
"Madrid, Spain",31.46,2017,40.416705,-3.703582
"Gdansk, Poland",31.22,2017,54.347628,18.645203
"Krakow (Cracow), Poland",31.08,2017,50.060674,19.937139
"Valencia, Spain",30.08,2017,39.469901,-0.375951
"Prague, Czech Republic",29.77,2017,50.087465,14.421254
"Bratislava, Slovakia",29.69,2017,48.135909,17.159744
"Edinburgh, United Kingdom",29.03,2017,55.949563,-3.191497
"Dusseldorf, Germany",29.01,2017,51.225402,6.776314
"Poznan, Poland",29.01,2017,52.408266,16.93352
"Bucharest, Romania",28.92,2017,44.436141,26.10272
"Constanta, Romania",28.78,2017,44.172417,28.62082
"Florence, Italy",28.76,2017,43.769871,11.255576
"Zagreb, Croatia",28.61,2017,45.813177,15.977048
"Brno, Czech Republic",28.49,2017,49.192244,16.611338
"Nuremberg, Germany",27.94,2017,49.453872,11.077298
"Galway, Ireland",27.51,2017,53.274412,-9.049063
"Geneva, Switzerland",27.48,2017,46.201756,6.146601
"Banja Luka, Bosnia And Herzegovina",27.34,2017,44.771982,17.189893
"Helsinki, Finland",27.15,2017,60.167409,24.942568
"Seville (Sevilla), Spain",26.44,2017,37.38863,-5.995317
"Warsaw, Poland",26.15,2017,52.231924,21.006727
"Gent, Belgium",25.55,2017,51.053829,3.725012
"Eindhoven, Netherlands",25.37,2017,51.448557,5.450123
"Iasi, Romania",25.33,2017,47.161494,27.58405
"Malaga, Spain",24.55,2017,36.721303,-4.421637
"Groningen, Netherlands",24.48,2017,53.221793,6.558245
"Luxembourg, Luxembourg",24.45,2017,49.815868,6.129675
"Norwich, United Kingdom",24.39,2017,52.628606,1.29227
"Reykjavik, Iceland",24.08,2017,64.145981,-21.942237
"Ljubljana, Slovenia",24.07,2017,46.049865,14.506892
"Brasov, Romania",23.74,2017,45.652309,25.610275
"Timisoara, Romania",23.18,2017,45.758888,21.221485
"Tallinn, Estonia",23.02,2017,59.437216,24.745369
"Stuttgart, Germany",22.30,2017,48.778449,9.180013
"Coimbra, Portugal",22.19,2017,40.21098,-8.429206
"Vienna, Austria",21.81,2017,48.208354,16.372504
"Trieste, Italy",21.50,2017,45.650034,13.770656
"Minsk, Belarus",21.35,2017,53.902334,27.561879
"Copenhagen, Denmark",21.23,2017,55.686724,12.570072
"Peterborough, United Kingdom",20.81,2017,52.573888,-0.24167
"Bern, Switzerland",20.31,2017,46.948271,7.451451
"Rijeka, Croatia",19.99,2017,45.326936,14.440984
"Dresden, Germany",19.72,2017,51.049329,13.738144
"Aalborg, Denmark",19.66,2017,57.048221,9.919394
"Tampere, Finland",19.58,2017,61.498021,23.760312
"Cluj-Napoca, Romania",19.09,2017,46.769337,23.59006
"Zurich, Switzerland",18.14,2017,47.372396,8.542322
"Heidelberg, Germany",16.36,2017,49.409358,8.694724
"Arhus, Denmark",16.01,2017,56.149628,10.213405
"Basel, Switzerland",15.82,2017,47.558108,7.587826
"Munich, Germany",15.72,2017,48.137108,11.575382
"Marseille, France",61.34,2017.05.00,43.296174,5.369953
"Catania, Italy",59.81,2017.05.00,37.502236,15.08738
"Kristiansand, Norway",59.62,2017.05.00,58.146708,7.995766
"Naples, Italy",59.10,2017.05.00,40.835934,14.248783
"Manchester, United Kingdom",56.73,2017.05.00,53.47913,-2.244101
"Rome, Italy",55.08,2017.05.00,41.894802,12.485338
"Turin, Italy",53.90,2017.05.00,45.067755,7.682489
"Paris, France",53.24,2017.05.00,48.85661,2.351499
"Tromso, Norway",52.93,2017.05.00,69.649297,18.954849
"Birmingham, United Kingdom",52.91,2017.05.00,52.47754,-1.894053
"Brussels, Belgium",51.98,2017.05.00,50.846557,4.351697
"Dublin, Ireland",51.72,2017.05.00,53.349765,-6.260273
"Athens, Greece",49.86,2017.05.00,37.984149,23.727984
"Kiev (Kyiv), Ukraine",48.83,2017.05.00,50.450107,30.52405
"Malmo, Sweden",48.61,2017.05.00,55.605293,13.000157
"Kharkiv, Ukraine",47.78,2017.05.00,49.991425,36.272266
"Stockholm, Sweden",47.24,2017.05.00,59.325117,18.071094
"London, United Kingdom",46.48,2017.05.00,51.507322,-0.127647
"Oslo, Norway",46.43,2017.05.00,59.913269,10.739111
"Hamburg, Germany",46.39,2017.05.00,53.550341,10.000654
"Milan, Italy",46.18,2017.05.00,45.466797,9.190498
"Kaunas, Lithuania",46.12,2017.05.00,54.898214,23.904482
"Novi Sad, Serbia",45.96,2017.05.00,45.255134,19.845176
"Glasgow, United Kingdom",45.91,2017.05.00,55.856656,-4.243582
"Sarajevo, Bosnia And Herzegovina",45.88,2017.05.00,43.851977,18.386687
"Moscow, Russia",45.21,2017.05.00,55.750718,37.617661
"Belfast, United Kingdom",45.15,2017.05.00,54.596987,-5.930099
"Skopje, North Macedonia",45.09,2017.05.00,41.996092,21.43165
"Stavanger, Norway",44.77,2017.05.00,58.968043,5.732472
"Sofia, Bulgaria",44.64,2017.05.00,42.697863,23.322179
"Chisinau, Moldova",44.01,2017.05.00,47.012274,28.860594
"Porto, Portugal",43.82,2017.05.00,41.149451,-8.610788
"Bologna, Italy",43.36,2017.05.00,44.493671,11.343035
"Lviv, Ukraine",43.21,2017.05.00,49.841952,24.031592
"Tirana, Albania",42.12,2017.05.00,41.327946,19.818532
"Bergen, Norway",41.99,2017.05.00,60.394353,5.325551
"Saint Petersburg, Russia",41.94,2017.05.00,59.938732,30.316229
"Leeds, United Kingdom",41.37,2017.05.00,53.797419,-1.543794
"Gothenburg, Sweden",41.36,2017.05.00,57.707233,11.967017
"Lund, Sweden",41.33,2017.05.00,55.70293,13.192945
"Toulouse, France",40.75,2017.05.00,43.604462,1.444247
"Antwerp, Belgium",40.73,2017.05.00,51.22111,4.399708
"Nottingham, United Kingdom",40.39,2017.05.00,52.953416,-1.149277
"Frankfurt, Germany",40.36,2017.05.00,50.110644,8.682092
"Berlin, Germany",39.13,2017.05.00,52.517037,13.38886
"Cardiff, United Kingdom",38.85,2017.05.00,51.481655,-3.179193
"Newcastle upon Tyne, United Kingdom",38.71,2017.05.00,54.977092,-1.614206
"Budapest, Hungary",38.42,2017.05.00,47.498382,19.040471
"Riga, Latvia",38.30,2017.05.00,56.949398,24.105185
"Limerick, Ireland",38.23,2017.05.00,52.661252,-8.630124
"Split, Croatia",37.97,2017.05.00,43.511556,16.43968
"Lyon, France",37.59,2017.05.00,45.757814,4.832011
"Cologne, Germany",37.55,2017.05.00,50.938361,6.959974
"Barcelona, Spain",37.38,2017.05.00,41.382894,2.177432
"Liverpool, United Kingdom",37.34,2017.05.00,53.405472,-2.980539
"Rotterdam, Netherlands",37.33,2017.05.00,51.927798,4.488623
"Belgrade, Serbia",37.06,2017.05.00,44.817813,20.456897
"Lodz, Poland",36.36,2017.05.00,51.768732,19.456991
"Bremen, Germany",35.07,2017.05.00,53.07582,8.807165
"Florence, Italy",34.73,2017.05.00,43.769871,11.255576
"Thessaloniki, Greece",34.45,2017.05.00,40.640317,22.935272
"Amsterdam, Netherlands",34.36,2017.05.00,52.37454,4.897976
"Wroclaw, Poland",33.38,2017.05.00,51.108978,17.032669
"Brighton, United Kingdom",32.88,2017.05.00,50.82204,-0.137406
"Vilnius, Lithuania",32.59,2017.05.00,54.687046,25.282911
"Lisbon, Portugal",32.52,2017.05.00,38.707751,-9.136592
"Trondheim, Norway",32.04,2017.05.00,63.430566,10.395193
"Gdansk, Poland",31.49,2017.05.00,54.347628,18.645203
"The Hague (Den Haag), Netherlands",31.48,2017.05.00,52.089108,4.309274
"Bratislava, Slovakia",31.08,2017.05.00,48.135909,17.159744
"Edinburgh, United Kingdom",30.90,2017.05.00,55.949563,-3.191497
"Cork, Ireland",30.35,2017.05.00,51.897928,-8.470581
"Madrid, Spain",30.15,2017.05.00,40.416705,-3.703582
"Lausanne, Switzerland",30.00,2017.05.00,46.521827,6.632703
"Galway, Ireland",28.79,2017.05.00,53.274412,-9.049063
"Prague, Czech Republic",28.42,2017.05.00,50.087465,14.421254
"Constanta, Romania",28.33,2017.05.00,44.172417,28.62082
"Brno, Czech Republic",28.32,2017.05.00,49.192244,16.611338
"Bucharest, Romania",28.18,2017.05.00,44.436141,26.10272
"Malaga, Spain",28.05,2017.05.00,36.721303,-4.421637
"Zagreb, Croatia",27.64,2017.05.00,45.813177,15.977048
"Krakow (Cracow), Poland",27.64,2017.05.00,50.060674,19.937139
"Nuremberg, Germany",27.37,2017.05.00,49.453872,11.077298
"Poznan, Poland",27.27,2017.05.00,52.408266,16.93352
"Dusseldorf, Germany",27.14,2017.05.00,51.225402,6.776314
"Valencia, Spain",27.09,2017.05.00,39.469901,-0.375951
"Warsaw, Poland",26.30,2017.05.00,52.231924,21.006727
"Iasi, Romania",26.28,2017.05.00,47.161494,27.58405
"Luxembourg, Luxembourg",26.16,2017.05.00,49.815868,6.129675
"Ljubljana, Slovenia",24.71,2017.05.00,46.049865,14.506892
"Helsinki, Finland",24.64,2017.05.00,60.167409,24.942568
"Geneva, Switzerland",24.61,2017.05.00,46.201756,6.146601
"Brasov, Romania",24.55,2017.05.00,45.652309,25.610275
"Gent, Belgium",23.80,2017.05.00,51.053829,3.725012
"Minsk, Belarus",23.63,2017.05.00,53.902334,27.561879
"Eindhoven, Netherlands",23.58,2017.05.00,51.448557,5.450123
"Reykjavik, Iceland",23.15,2017.05.00,64.145981,-21.942237
"Timisoara, Romania",22.91,2017.05.00,45.758888,21.221485
"Stuttgart, Germany",22.85,2017.05.00,48.778449,9.180013
"Oulu, Finland",22.85,2017.05.00,65.011873,25.471681
"Cluj-Napoca, Romania",22.51,2017.05.00,46.769337,23.59006
"Tallinn, Estonia",21.37,2017.05.00,59.437216,24.745369
"Dresden, Germany",21.35,2017.05.00,51.049329,13.738144
"Copenhagen, Denmark",21.27,2017.05.00,55.686724,12.570072
"Rijeka, Croatia",21.16,2017.05.00,45.326936,14.440984
"Vienna, Austria",21.09,2017.05.00,48.208354,16.372504
"Aalborg, Denmark",21.08,2017.05.00,57.048221,9.919394
"Tampere, Finland",20.43,2017.05.00,61.498021,23.760312
"Zurich, Switzerland",18.67,2017.05.00,47.372396,8.542322
"Bern, Switzerland",18.47,2017.05.00,46.948271,7.451451
"Munich, Germany",16.40,2017.05.00,48.137108,11.575382
"Basel, Switzerland",16.34,2017.05.00,47.558108,7.587826
"Marseille, France",64.35,2018,43.296174,5.369953
"Naples, Italy",58.30,2018,40.835934,14.248783
"Catania, Italy",58.13,2018,37.502236,15.08738
"Turin, Italy",56.31,2018,45.067755,7.682489
"Kristiansand, Norway",56.22,2018,58.146708,7.995766
"Manchester, United Kingdom",55.89,2018,53.47913,-2.244101
"Rome, Italy",54.34,2018,41.894802,12.485338
"Paris, France",52.95,2018,48.85661,2.351499
"Birmingham, United Kingdom",52.84,2018,52.47754,-1.894053
"Tromso, Norway",52.48,2018,69.649297,18.954849
"Brussels, Belgium",51.31,2018,50.846557,4.351697
"Hamburg, Germany",51.11,2018,53.550341,10.000654
"Dublin, Ireland",50.64,2018,53.349765,-6.260273
"Bremen, Germany",50.51,2018,53.07582,8.807165
"Malmo, Sweden",50.08,2018,55.605293,13.000157
"Athens, Greece",49.56,2018,37.984149,23.727984
"Cologne, Germany",48.50,2018,50.938361,6.959974
"Lodz, Poland",48.38,2018,51.768732,19.456991
"Kiev (Kyiv), Ukraine",47.90,2018,50.450107,30.52405
"London, United Kingdom",47.75,2018,51.507322,-0.127647
"Stockholm, Sweden",47.58,2018,59.325117,18.071094
"Novosibirsk, Russia",47.15,2018,55.028217,82.923451
"Kharkiv, Ukraine",46.77,2018,49.991425,36.272266
"Sarajevo, Bosnia And Herzegovina",46.75,2018,43.851977,18.386687
"Moscow, Russia",45.98,2018,55.750718,37.617661
"Barcelona, Spain",45.84,2018,41.382894,2.177432
"Kaunas, Lithuania",45.83,2018,54.898214,23.904482
"Skopje, North Macedonia",45.65,2018,41.996092,21.43165
"Frankfurt, Germany",45.54,2018,50.110644,8.682092
"Milan, Italy",44.97,2018,45.466797,9.190498
"Glasgow, United Kingdom",44.73,2018,55.856656,-4.243582
"Sofia, Bulgaria",44.59,2018,42.697863,23.322179
"Chisinau, Moldova",44.43,2018,47.012274,28.860594
"Novi Sad, Serbia",44.12,2018,45.255134,19.845176
"Oslo, Norway",44.01,2018,59.913269,10.739111
"Malaga, Spain",43.86,2018,36.721303,-4.421637
"Bologna, Italy",43.70,2018,44.493671,11.343035
"Belfast, United Kingdom",43.51,2018,54.596987,-5.930099
"Porto, Portugal",43.07,2018,41.149451,-8.610788
"Valencia, Spain",42.15,2018,39.469901,-0.375951
"Gothenburg, Sweden",41.87,2018,57.707233,11.967017
"Toulouse, France",41.85,2018,43.604462,1.444247
"Stavanger, Norway",41.69,2018,58.968043,5.732472
"Gdansk, Poland",41.45,2018,54.347628,18.645203
"Madrid, Spain",41.38,2018,40.416705,-3.703582
"Wroclaw, Poland",41.25,2018,51.108978,17.032669
"Berlin, Germany",40.97,2018,52.517037,13.38886
"Saint Petersburg, Russia",40.85,2018,59.938732,30.316229
"Bergen, Norway",40.65,2018,60.394353,5.325551
"Leeds, United Kingdom",40.55,2018,53.797419,-1.543794
"Nottingham, United Kingdom",40.37,2018,52.953416,-1.149277
"Lund, Sweden",40.11,2018,55.70293,13.192945
"Lviv, Ukraine",39.92,2018,49.841952,24.031592
"Tirana, Albania",39.47,2018,41.327946,19.818532
"Liverpool, United Kingdom",39.38,2018,53.405472,-2.980539
"Limerick, Ireland",39.10,2018,52.661252,-8.630124
"Nuremberg, Germany",39.00,2018,49.453872,11.077298
"Cardiff, United Kingdom",38.78,2018,51.481655,-3.179193
"Poznan, Poland",38.58,2018,52.408266,16.93352
"Antwerp, Belgium",38.37,2018,51.22111,4.399708
"Lyon, France",38.31,2018,45.757814,4.832011
"Newcastle upon Tyne, United Kingdom",38.30,2018,54.977092,-1.614206
"Riga, Latvia",37.96,2018,56.949398,24.105185
"Budapest, Hungary",36.96,2018,47.498382,19.040471
"Belgrade, Serbia",36.95,2018,44.817813,20.456897
"Rotterdam, Netherlands",36.36,2018,51.927798,4.488623
"Krakow (Cracow), Poland",35.98,2018,50.060674,19.937139
"Split, Croatia",35.08,2018,43.511556,16.43968
"Florence, Italy",34.57,2018,43.769871,11.255576
"Thessaloniki, Greece",34.17,2018,40.640317,22.935272
"Trondheim, Norway",33.75,2018,63.430566,10.395193
"Amsterdam, Netherlands",33.67,2018,52.37454,4.897976
"Lisbon, Portugal",33.53,2018,38.707751,-9.136592
"Warsaw, Poland",33.45,2018,52.231924,21.006727
"Edinburgh, United Kingdom",31.40,2018,55.949563,-3.191497
"Vilnius, Lithuania",30.90,2018,54.687046,25.282911
"Bratislava, Slovakia",30.69,2018,48.135909,17.159744
"Lausanne, Switzerland",30.52,2018,46.521827,6.632703
"Dusseldorf, Germany",29.63,2018,51.225402,6.776314
"The Hague (Den Haag), Netherlands",29.59,2018,52.089108,4.309274
"Cork, Ireland",29.19,2018,51.897928,-8.470581
"Bucharest, Romania",28.88,2018,44.436141,26.10272
"Luxembourg, Luxembourg",28.64,2018,49.815868,6.129675
"Brno, Czech Republic",28.38,2018,49.192244,16.611338
"Galway, Ireland",28.06,2018,53.274412,-9.049063
"Stuttgart, Germany",27.70,2018,48.778449,9.180013
"Prague, Czech Republic",27.55,2018,50.087465,14.421254
"Iasi, Romania",26.69,2018,47.161494,27.58405
"Geneva, Switzerland",26.47,2018,46.201756,6.146601
"Oulu, Finland",26.39,2018,65.011873,25.471681
"Zagreb, Croatia",26.01,2018,45.813177,15.977048
"Minsk, Belarus",25.88,2018,53.902334,27.561879
"Ljubljana, Slovenia",24.97,2018,46.049865,14.506892
"Gent, Belgium",24.68,2018,51.053829,3.725012
"Helsinki, Finland",24.42,2018,60.167409,24.942568
"Eindhoven, Netherlands",24.32,2018,51.448557,5.450123
"Timisoara, Romania",23.34,2018,45.758888,21.221485
"Tampere, Finland",23.15,2018,61.498021,23.760312
"Cluj-Napoca, Romania",23.03,2018,46.769337,23.59006
"Vienna, Austria",22.62,2018,48.208354,16.372504
"Reykjavik, Iceland",21.78,2018,64.145981,-21.942237
"Copenhagen, Denmark",21.57,2018,55.686724,12.570072
"Tallinn, Estonia",20.46,2018,59.437216,24.745369
"Aalborg, Denmark",19.77,2018,57.048221,9.919394
"Rijeka, Croatia",19.46,2018,45.326936,14.440984
"Zurich, Switzerland",19.01,2018,47.372396,8.542322
"Munich, Germany",17.45,2018,48.137108,11.575382
"Bern, Switzerland",17.24,2018,46.948271,7.451451
"Basel, Switzerland",16.01,2018,47.558108,7.587826
"Marseille, France",62.90,2018.05.00,43.296174,5.369953
"Turin, Italy",58.01,2018.05.00,45.067755,7.682489
"Naples, Italy",57.76,2018.05.00,40.835934,14.248783
"Birmingham, United Kingdom",55.67,2018.05.00,52.47754,-1.894053
"Rome, Italy",54.51,2018.05.00,41.894802,12.485338
"Odessa (Odesa), Ukraine",53.71,2018.05.00,46.484658,30.732564
"Malmo, Sweden",52.31,2018.05.00,55.605293,13.000157
"Paris, France",52.02,2018.05.00,48.85661,2.351499
"Brussels, Belgium",51.72,2018.05.00,50.846557,4.351697
"Sarajevo, Bosnia And Herzegovina",51.34,2018.05.00,43.851977,18.386687
"Bremen, Germany",51.15,2018.05.00,53.07582,8.807165
"Manchester, United Kingdom",51.10,2018.05.00,53.47913,-2.244101
"Dublin, Ireland",50.34,2018.05.00,53.349765,-6.260273
"Kristiansand, Norway",50.01,2018.05.00,58.146708,7.995766
"Lodz, Poland",49.46,2018.05.00,51.768732,19.456991
"London, United Kingdom",49.21,2018.05.00,51.507322,-0.127647
"Hamburg, Germany",49.15,2018.05.00,53.550341,10.000654
"Kiev (Kyiv), Ukraine",48.78,2018.05.00,50.450107,30.52405
"Athens, Greece",48.74,2018.05.00,37.984149,23.727984
"Stockholm, Sweden",47.39,2018.05.00,59.325117,18.071094
"Novosibirsk, Russia",47.35,2018.05.00,55.028217,82.923451
"Cologne, Germany",47.19,2018.05.00,50.938361,6.959974
"Kharkiv, Ukraine",46.29,2018.05.00,49.991425,36.272266
"Novi Sad, Serbia",45.73,2018.05.00,45.255134,19.845176
"Barcelona, Spain",45.35,2018.05.00,41.382894,2.177432
"Frankfurt, Germany",45.23,2018.05.00,50.110644,8.682092
"Glasgow, United Kingdom",45.07,2018.05.00,55.856656,-4.243582
"Bologna, Italy",45.03,2018.05.00,44.493671,11.343035
"Gdansk, Poland",44.98,2018.05.00,54.347628,18.645203
"Milan, Italy",44.84,2018.05.00,45.466797,9.190498
"Sofia, Bulgaria",44.81,2018.05.00,42.697863,23.322179
"Gothenburg, Sweden",44.23,2018.05.00,57.707233,11.967017
"Skopje, North Macedonia",44.21,2018.05.00,41.996092,21.43165
"Moscow, Russia",44.11,2018.05.00,55.750718,37.617661
"Tromso, Norway",43.83,2018.05.00,69.649297,18.954849
"Kaunas, Lithuania",43.45,2018.05.00,54.898214,23.904482
"Chisinau, Moldova",43.34,2018.05.00,47.012274,28.860594
"Malaga, Spain",43.30,2018.05.00,36.721303,-4.421637
"Valencia, Spain",43.22,2018.05.00,39.469901,-0.375951
"Liverpool, United Kingdom",42.75,2018.05.00,53.405472,-2.980539
"Toulouse, France",42.60,2018.05.00,43.604462,1.444247
"Porto, Portugal",42.41,2018.05.00,41.149451,-8.610788
"Belfast, United Kingdom",42.28,2018.05.00,54.596987,-5.930099
"Nottingham, United Kingdom",41.92,2018.05.00,52.953416,-1.149277
"Madrid, Spain",41.67,2018.05.00,40.416705,-3.703582
"Leeds, United Kingdom",41.61,2018.05.00,53.797419,-1.543794
"Lyon, France",41.55,2018.05.00,45.757814,4.832011
"Saint Petersburg, Russia",40.97,2018.05.00,59.938732,30.316229
"Lund, Sweden",40.94,2018.05.00,55.70293,13.192945
"Oslo, Norway",40.94,2018.05.00,59.913269,10.739111
"Berlin, Germany",40.62,2018.05.00,52.517037,13.38886
"Lviv, Ukraine",40.35,2018.05.00,49.841952,24.031592
"Newcastle upon Tyne, United Kingdom",39.65,2018.05.00,54.977092,-1.614206
"Limerick, Ireland",39.64,2018.05.00,52.661252,-8.630124
"Wroclaw, Poland",39.09,2018.05.00,51.108978,17.032669
"Tirana, Albania",38.75,2018.05.00,41.327946,19.818532
"Riga, Latvia",38.08,2018.05.00,56.949398,24.105185
"Sheffield, United Kingdom",37.98,2018.05.00,53.380663,-1.470228
"Poznan, Poland",37.75,2018.05.00,52.408266,16.93352
"Belgrade, Serbia",37.59,2018.05.00,44.817813,20.456897
"Nuremberg, Germany",37.42,2018.05.00,49.453872,11.077298
"Antwerp, Belgium",36.80,2018.05.00,51.22111,4.399708
"Budapest, Hungary",36.43,2018.05.00,47.498382,19.040471
"Cardiff, United Kingdom",36.39,2018.05.00,51.481655,-3.179193
"Rotterdam, Netherlands",35.80,2018.05.00,51.927798,4.488623
"Split, Croatia",35.04,2018.05.00,43.511556,16.43968
"Aberdeen, United Kingdom",35.03,2018.05.00,57.148228,-2.092678
"Krakow (Cracow), Poland",34.40,2018.05.00,50.060674,19.937139
"Thessaloniki, Greece",34.20,2018.05.00,40.640317,22.935272
"Bergen, Norway",33.55,2018.05.00,60.394353,5.325551
"Amsterdam, Netherlands",33.43,2018.05.00,52.37454,4.897976
"Lisbon, Portugal",32.71,2018.05.00,38.707751,-9.136592
"Edinburgh, United Kingdom",32.70,2018.05.00,55.949563,-3.191497
"Brighton, United Kingdom",32.37,2018.05.00,50.82204,-0.137406
"Lausanne, Switzerland",32.31,2018.05.00,46.521827,6.632703
"Warsaw, Poland",31.89,2018.05.00,52.231924,21.006727
"Bratislava, Slovakia",30.81,2018.05.00,48.135909,17.159744
"Stavanger, Norway",29.88,2018.05.00,58.968043,5.732472
"Cork, Ireland",29.31,2018.05.00,51.897928,-8.470581
"Vilnius, Lithuania",29.29,2018.05.00,54.687046,25.282911
"The Hague (Den Haag), Netherlands",29.01,2018.05.00,52.089108,4.309274
"Banja Luka, Bosnia And Herzegovina",28.76,2018.05.00,44.771982,17.189893
"Trondheim, Norway",28.52,2018.05.00,63.430566,10.395193
"Bucharest, Romania",28.49,2018.05.00,44.436141,26.10272
